index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),Total Actual Production
3543,12-08-2019,Eastern,496.9,437.17,,,90.02,81.31,586.92
3544,12-08-2019,NorthEastern,30.23,35.52,,,30.44,21.23,60.67
3545,13-08-2019,Northern,679.25,649.15,26.88,30.19,341.97,353.77,1048.1
3546,13-08-2019,Western,1180.06,1091.41,37.08,44.29,42.17,103.44,1259.31
3547,13-08-2019,Southern,511.02,435.43,67.16,55.5,96.14,130.81,674.32
3548,13-08-2019,Eastern,495.65,429.1,,,90.02,75.41,585.67
3549,13-08-2019,NorthEastern,30.23,34.65,,,30.44,21.31,60.67
3550,14-08-2019,Northern,684.14,623.24,26.88,29.5,341.97,352.37,1052.99
3551,14-08-2019,Western,1185.93,1058.94,37.08,44.28,42.17,104.82,1265.18
3552,14-08-2019,Southern,519.52,437.83,67.16,57.28,96.14,132.33,682.82
3553,14-08-2019,Eastern,495.65,409.09,,,90.02,80.16,585.67
3554,14-08-2019,NorthEastern,30.23,35.09,,,30.44,20.84,60.67
3555,15-08-2019,Northern,696.09,542.09,26.88,30.28,341.97,355.57,1064.94
3556,15-08-2019,Western,1174.72,929.15,37.08,43.75,42.17,99.76,1253.97
3557,15-08-2019,Southern,523.93,402.56,67.16,61.36,96.14,119.9,687.23
3558,15-08-2019,Eastern,496,360.93,,,90.02,84.87,586.02
3559,15-08-2019,NorthEastern,30.23,30.14,,,30.44,23.52,60.67
3560,16-08-2019,Northern,684.49,545.76,26.88,30.47,341.97,363.83,1053.34
3561,16-08-2019,Western,1153.12,955.59,37.08,44.27,42.17,104.92,1232.37
3562,16-08-2019,Southern,528.43,453.16,67.16,59.85,96.14,124.29,691.73
3563,16-08-2019,Eastern,492.04,389.61,,,90.02,87.26,582.06
3564,16-08-2019,NorthEastern,30.23,27.33,,,30.44,23.19,60.67
3565,17-08-2019,Northern,684.49,491.18,26.88,30.67,341.97,352.24,1053.34
3566,17-08-2019,Western,1153.12,1007.51,37.08,44.22,42.17,102.49,1232.37
3567,17-08-2019,Southern,528.43,462.5,67.16,56.38,96.14,138.6,691.73
3568,17-08-2019,Eastern,488.04,386.88,,,90.02,87.03,578.06
3569,17-08-2019,NorthEastern,30.23,28.98,,,30.44,23.06,60.67
3570,18-08-2019,Northern,684.49,439.63,26.88,34.33,341.97,288.49,1053.34
3571,18-08-2019,Western,1153.12,1039.58,37.08,44.24,42.17,95.36,1232.37
3572,18-08-2019,Southern,536.91,478,67.16,56.72,96.14,133.94,700.21
3573,18-08-2019,Eastern,488.04,377.75,,,90.02,88.46,578.06
3574,18-08-2019,NorthEastern,30.23,30.22,,,30.44,20.34,60.67
3575,19-08-2019,Northern,678.78,499.7,26.88,34.58,341.97,296.92,1047.63
3576,19-08-2019,Western,1153.12,1104.1,37.08,44.25,42.17,93.6,1232.37
3577,19-08-2019,Southern,544.45,517.88,67.16,56.5,96.14,144.87,707.75
3578,19-08-2019,Eastern,488.04,411.18,,,90.02,85.62,578.06
3579,19-08-2019,NorthEastern,30.23,29.92,,,30.44,20.62,60.67
3580,20-08-2019,Northern,675.83,554.04,26.88,34.41,341.97,348.41,1044.68
3581,20-08-2019,Western,1162.24,1118.44,37.08,44.29,42.17,109.17,1241.49
3582,20-08-2019,Southern,551.53,524.46,67.16,56.47,96.14,143.99,714.83
3583,20-08-2019,Eastern,491.62,404.51,,,90.02,95.71,581.64
3584,20-08-2019,NorthEastern,30.23,31.34,,,30.44,20.23,60.67
3585,21-08-2019,Northern,675.83,580.7,26.88,34.51,341.97,360.49,1044.68
3586,21-08-2019,Western,1164.87,1092.07,37.08,44.33,42.17,106.1,1244.12
3587,21-08-2019,Southern,547.88,511.17,67.16,55.38,96.14,137.94,711.18
3588,21-08-2019,Eastern,488.2,408.59,,,90.02,86.93,578.22
3589,21-08-2019,NorthEastern,30.5,31.76,,,30.44,19.37,60.94
3590,22-08-2019,Northern,677.96,600.65,26.88,34.8,341.97,356.75,1046.81
3591,22-08-2019,Western,1173.07,1115.72,37.08,44.24,42.17,100.24,1252.32
3592,22-08-2019,Southern,547.88,500.73,67.16,55.99,96.14,129.22,711.18
3593,22-08-2019,Eastern,488.2,410.05,,,90.02,87.97,578.22
3594,22-08-2019,NorthEastern,30.5,30.53,,,30.44,18.73,60.94
3595,23-08-2019,Northern,677.96,650.49,26.88,34.93,341.97,363.08,1046.81
3596,23-08-2019,Western,1188.18,1151.47,37.08,44.23,42.17,95.7,1267.43
3597,23-08-2019,Southern,544.11,465.88,67.16,56.23,96.14,122.16,707.41
3598,23-08-2019,Eastern,488.2,389.63,,,90.02,92.03,578.22
3599,23-08-2019,NorthEastern,30.5,26.22,,,30.44,19.78,60.94
3600,24-08-2019,Northern,675.31,637.26,26.88,34.78,341.97,356.36,1044.16
3601,24-08-2019,Western,1188.18,1083.39,37.08,44.33,42.17,92.34,1267.43
3602,24-08-2019,Southern,544.11,439.86,67.16,56.42,96.14,115.26,707.41
3603,24-08-2019,Eastern,496.46,387.42,,,90.02,100.73,586.48
3604,24-08-2019,NorthEastern,30.5,27.17,,,30.44,21.15,60.94
3605,25-08-2019,Northern,675.31,628.69,26.88,34.7,341.97,298.57,1044.16
3606,25-08-2019,Western,1182.35,1040.63,37.08,44.46,42.17,89.54,1261.6
3607,25-08-2019,Southern,554.68,453.49,67.16,56.26,96.14,73.91,717.98
3608,25-08-2019,Eastern,496.46,398.47,,,90.02,102.63,586.48
3609,25-08-2019,NorthEastern,30.5,28.92,,,30.44,18.14,60.94
3610,26-08-2019,Northern,675.31,638.15,26.88,34.64,341.97,359.4,1044.16
3611,26-08-2019,Western,1194.27,1085.65,37.08,44.44,42.17,94.03,1273.52
3612,26-08-2019,Southern,565.41,484.29,67.16,55.74,96.14,88.51,728.71
3613,26-08-2019,Eastern,496.46,415.87,,,90.02,99.6,586.48
3614,26-08-2019,NorthEastern,30.5,30.02,,,30.44,18.72,60.94
3615,27-08-2019,Northern,677.96,694.63,26.88,34.55,341.97,367.38,1046.81
3616,27-08-2019,Western,1195.67,1093.26,37.08,44.16,42.17,100.41,1274.92
3617,27-08-2019,Southern,565.41,528.02,67.16,56.21,96.14,106.82,728.71
3618,27-08-2019,Eastern,492.31,426.29,,,90.02,104.53,582.33
3619,27-08-2019,NorthEastern,30.5,32.14,,,30.44,17.59,60.94
3620,28-08-2019,Northern,677.96,743.75,26.88,34.56,341.97,370.53,1046.81
3621,28-08-2019,Western,1195.67,1136.9,37.08,44.31,42.17,114.75,1274.92
3622,28-08-2019,Southern,568.41,555.73,67.16,56.34,96.14,111.57,731.71
3623,28-08-2019,Eastern,496.98,427.13,,,90.02,100.68,587
3624,28-08-2019,NorthEastern,30.5,29.47,,,30.44,18.15,60.94
3625,29-08-2019,Northern,677.96,751.45,26.88,34.55,341.97,369.87,1046.81
3626,29-08-2019,Western,1180.56,1163.62,37.08,44.37,42.17,111.56,1259.81
3627,29-08-2019,Southern,572.08,570.22,67.16,55.69,96.14,102.64,735.38
3628,29-08-2019,Eastern,496.98,430.44,,,90.02,104.85,587
3629,29-08-2019,NorthEastern,34.83,33.08,,,30.44,17.51,65.27
3630,30-08-2019,Northern,677.96,740.35,26.88,34.57,341.97,363.77,1046.81
3631,30-08-2019,Western,1174.25,1148.12,37.08,44.34,42.17,95.92,1253.5
3632,30-08-2019,Southern,572.08,565.15,67.16,57.02,96.14,88.64,735.38
3633,30-08-2019,Eastern,496.98,445.33,,,90.02,103.99,587
3634,30-08-2019,NorthEastern,34.83,32.57,,,30.44,17.17,65.27
3635,31-08-2019,Northern,677.96,739.96,26.88,34.48,341.97,357.8,1046.81
3636,31-08-2019,Western,1194.25,1132.88,37.08,44.35,42.17,99.25,1273.5
3637,31-08-2019,Southern,589.08,527.59,67.16,57.19,96.14,86.16,752.38
3638,31-08-2019,Eastern,496.98,475.44,,,90.02,99.5,587
3639,31-08-2019,NorthEastern,34.83,28.34,,,30.44,16.77,65.27
3640,01-09-2019,Northern,696.56,670.26,27,34.59,257.05,358.8,980.61
3641,01-09-2019,Western,1222.95,1036.08,37.14,44.44,45.76,97.77,1305.85
3642,01-09-2019,Southern,579.38,485.33,46.83,57.11,100.04,83.1,726.25
3643,01-09-2019,Eastern,510.82,453.61,,,86.01,100.03,596.83
3644,01-09-2019,NorthEastern,34.45,24.82,,,33.99,15.15,68.44
3645,02-09-2019,Northern,696.56,656.03,27,34.49,257.05,354.5,980.61
3646,02-09-2019,Western,1222.95,1061.5,37.14,44.47,45.76,102.94,1305.85
3647,02-09-2019,Southern,579.38,465.71,46.83,57.07,100.04,87.67,726.25
3648,02-09-2019,Eastern,510.82,464.04,,,86.01,95.01,596.83
3649,02-09-2019,NorthEastern,34.45,22.47,,,33.99,15.78,68.44
3650,03-09-2019,Northern,693.92,673.06,27,34.43,257.05,362.66,977.97
3651,03-09-2019,Western,1222.95,1072.51,37.14,44.35,45.76,102.27,1305.85
3652,03-09-2019,Southern,579.38,473.66,46.83,56.98,100.04,98.91,726.25
3653,03-09-2019,Eastern,500.22,477.75,,,86.01,92.62,586.23
3654,03-09-2019,NorthEastern,34.45,29.79,,,33.99,14.24,68.44
3655,04-09-2019,Northern,693.92,653.32,27,34.5,257.05,362.28,977.97
3656,04-09-2019,Western,1222.95,1077.45,37.14,44.33,45.76,104.3,1305.85
3657,04-09-2019,Southern,579.38,460.83,46.83,56.91,100.04,110.73,726.25
3658,04-09-2019,Eastern,500.22,484.3,,,86.01,92.66,586.23
3659,04-09-2019,NorthEastern,34.45,26.21,,,33.99,17.48,68.44
3660,05-09-2019,Northern,693.92,641.19,27,34.2,257.05,361.51,977.97
3661,05-09-2019,Western,1234.83,1050.9,37.14,42.41,45.76,98.4,1317.73
3662,05-09-2019,Southern,579.38,453.2,46.83,56.82,100.04,126.41,726.25
3663,05-09-2019,Eastern,500.22,483.51,,,86.01,95.16,586.23
3664,05-09-2019,NorthEastern,35.03,29.05,,,33.99,17.55,69.02
3665,06-09-2019,Northern,706.96,635.47,27,34.26,257.05,372.66,991.01
3666,06-09-2019,Western,1234.83,1050.72,37.14,42.51,45.76,110.59,1317.73
3667,06-09-2019,Southern,579.38,440.07,46.83,56.52,100.04,150.77,726.25
3668,06-09-2019,Eastern,500.22,484.18,,,86.01,89.14,586.23
3669,06-09-2019,NorthEastern,35.03,27.56,,,33.99,19.17,69.02
3670,07-09-2019,Northern,706.96,640.36,27,34.61,257.05,373.75,991.01
3671,07-09-2019,Western,1227.21,1049.24,37.14,43.84,45.76,119.29,1310.11
3672,07-09-2019,Southern,583.38,417.92,46.83,56.97,100.04,159.16,730.25
3673,07-09-2019,Eastern,500.22,467.25,,,86.01,90.46,586.23
3674,07-09-2019,NorthEastern,35.03,27.98,,,33.99,21.78,69.02
3675,08-09-2019,Northern,706.96,615.75,27,34.64,257.05,369.13,991.01
3676,08-09-2019,Western,1227.21,997.93,37.14,44.1,45.76,117.19,1310.11
3677,08-09-2019,Southern,583.38,407.23,46.83,58.89,100.04,148.63,730.25
3678,08-09-2019,Eastern,500.22,435.81,,,86.01,95.1,586.23
3679,08-09-2019,NorthEastern,35.51,28.44,,,33.99,18.83,69.5
3680,09-09-2019,Northern,710.14,664.57,27,34.49,257.05,362.96,994.19
3681,09-09-2019,Western,1230.76,1039.11,37.14,44.14,45.76,112.1,1313.66
3682,09-09-2019,Southern,583.38,429.72,46.83,61.64,100.04,171.99,730.25
3683,09-09-2019,Eastern,500.87,452.97,,,86.01,101.54,586.88
3684,09-09-2019,NorthEastern,35.51,29.52,,,33.99,18.3,69.5
3685,10-09-2019,Northern,710.14,713.87,27,34.41,257.05,366.14,994.19
3686,10-09-2019,Western,1231.81,1061.4,37.14,44.27,45.76,107.01,1314.71
3687,10-09-2019,Southern,583.38,468.27,46.83,61.53,100.04,174.72,730.25
3688,10-09-2019,Eastern,500.87,466.78,,,86.01,103.28,586.88
3689,10-09-2019,NorthEastern,35.51,28.85,,,33.99,22.61,69.5
3690,11-09-2019,Northern,709.58,717.84,27,34.36,257.05,355.04,993.63
3691,11-09-2019,Western,1231.21,1061.43,37.14,44.34,45.76,104.5,1314.11
3692,11-09-2019,Southern,583.38,497.43,46.83,61.47,100.04,166.3,730.25
3693,11-09-2019,Eastern,500.87,465.61,,,86.01,105.58,586.88
3694,11-09-2019,NorthEastern,35.51,28.8,,,33.99,21.89,69.5
3695,12-09-2019,Northern,709.58,728.94,27,34.55,257.05,352.61,993.63
3696,12-09-2019,Western,1231.21,999.72,37.14,44.23,45.76,99.2,1314.11
3697,12-09-2019,Southern,588.27,485.8,46.83,61.49,100.04,165.48,735.14
3698,12-09-2019,Eastern,500.87,437.6,,,86.01,102.69,586.88
3699,12-09-2019,NorthEastern,35.51,23.9,,,33.99,26.15,69.5
3700,13-09-2019,Northern,712.8,708.41,27,34.51,257.05,342.76,996.85
3701,13-09-2019,Western,1231.21,994.25,37.14,43.56,45.76,104.71,1314.11
3702,13-09-2019,Southern,588.27,488.74,46.83,62.31,100.04,166.59,735.14
3703,13-09-2019,Eastern,500.87,418.06,,,86.01,103.72,586.88
3704,13-09-2019,NorthEastern,35.51,24.8,,,33.99,22.81,69.5
3705,14-09-2019,Northern,712.8,713.19,27,34.7,257.05,331.54,996.85
3706,14-09-2019,Western,1243.09,1003.35,37.14,42.38,45.76,102.76,1325.99
3707,14-09-2019,Southern,588.27,486.2,46.83,61.4,100.04,165.91,735.14
3708,14-09-2019,Eastern,500.87,441.02,,,86.01,101.91,586.88
3709,14-09-2019,NorthEastern,35.51,31.08,,,33.99,22.79,69.5
3710,15-09-2019,Northern,712.8,677.75,27,34.77,257.05,323.43,996.85
3711,15-09-2019,Western,1241.5,969.46,37.14,41.28,45.76,111.89,1324.4
3712,15-09-2019,Southern,588.27,478.16,46.83,60.7,100.04,159.36,735.14
3713,15-09-2019,Eastern,495.87,427.4,,,86.01,104.93,581.88
3714,15-09-2019,NorthEastern,34.94,36.16,,,33.99,22.51,68.93
3715,16-09-2019,Northern,703,668.07,27,33.57,257.05,327.29,987.05
3716,16-09-2019,Western,1267.42,1005.03,37.14,41,45.76,123.87,1350.32
3717,16-09-2019,Southern,592,496.4,46.83,61.7,100.04,165.82,738.87
3718,16-09-2019,Eastern,495.87,449.87,,,86.01,100.77,581.88
3719,16-09-2019,NorthEastern,34.94,36.73,,,33.99,27.52,68.93
3720,17-09-2019,Northern,703,665.46,27,33.6,257.05,322.85,987.05
3721,17-09-2019,Western,1267.42,1073.4,37.14,32.25,45.76,114.8,1350.32
3722,17-09-2019,Southern,592,500.24,46.83,62.47,100.04,147.87,738.87
3723,17-09-2019,Eastern,495.87,450.47,,,86.01,91.09,581.88
3724,17-09-2019,NorthEastern,34.94,36.57,,,33.99,26.91,68.93
3725,18-09-2019,Northern,703,694.28,27,33.71,257.05,305.45,987.05
3726,18-09-2019,Western,1267.42,1086.83,37.14,14.32,45.76,115.6,1350.32
3727,18-09-2019,Southern,592,459.78,46.83,61.53,100.04,152.58,738.87
3728,18-09-2019,Eastern,495.87,443.45,,,86.01,82.66,581.88
3729,18-09-2019,NorthEastern,34.94,38.97,,,33.99,26.01,68.93
3730,19-09-2019,Northern,703,671.52,27,33.83,257.05,296.65,987.05
3731,19-09-2019,Western,1269.92,1066.08,37.14,27.3,45.76,123.45,1352.82
3732,19-09-2019,Southern,592,484.07,46.83,61.45,100.04,151.28,738.87
3733,19-09-2019,Eastern,495.87,454.44,,,86.01,96.58,581.88
3734,19-09-2019,NorthEastern,34.94,40.09,,,33.99,22.61,68.93
3735,20-09-2019,Northern,703,676.92,27,34.89,257.05,290.7,987.05
3736,20-09-2019,Western,1287.65,1097.65,37.14,29.26,45.76,114.52,1370.55
3737,20-09-2019,Southern,587.84,495.43,46.83,62.4,100.04,152.57,734.71
3738,20-09-2019,Eastern,495.87,464.31,,,86.01,98.55,581.88
3739,20-09-2019,NorthEastern,34.94,39.72,,,33.99,18.93,68.93
3740,21-09-2019,Northern,704.9,671.51,27,34.91,257.05,287.89,988.95
3741,21-09-2019,Western,1290.95,1096.93,37.14,38.59,45.76,111.26,1373.85
3742,21-09-2019,Southern,603.84,511.45,46.83,62.08,100.04,151.89,750.71
3743,21-09-2019,Eastern,504.67,469.18,,,86.01,90.79,590.68
3744,21-09-2019,NorthEastern,34.94,39.49,,,33.99,20.27,68.93
3745,22-09-2019,Northern,704.9,598.13,27,35.1,257.05,268.6,988.95
3746,22-09-2019,Western,1299.62,1008.97,37.14,40.06,45.76,117.01,1382.52
3747,22-09-2019,Southern,607.95,495.47,46.83,62.17,100.04,151.48,754.82
3748,22-09-2019,Eastern,509.67,448.99,,,86.01,89.36,595.68
3749,22-09-2019,NorthEastern,34.94,37.87,,,33.99,19.93,68.93
3750,23-09-2019,Northern,704.9,613.6,27,35.01,257.05,251.66,988.95
3751,23-09-2019,Western,1299.62,1082.19,37.14,41.31,45.76,117.55,1382.52
3752,23-09-2019,Southern,607.95,545.73,46.83,62.16,100.04,153.02,754.82
3753,23-09-2019,Eastern,509.67,465.57,,,86.01,89.22,595.68
3754,23-09-2019,NorthEastern,34.94,33.49,,,33.99,23.53,68.93
3755,24-09-2019,Northern,704.9,627.61,27,34.94,257.05,249.15,988.95
3756,24-09-2019,Western,1299.62,1093.56,37.14,43.1,45.76,121.43,1382.52
3757,24-09-2019,Southern,613.09,541.64,46.83,61,100.04,144.62,759.96
3758,24-09-2019,Eastern,509.67,431.02,,,86.01,92.88,595.68
3759,24-09-2019,NorthEastern,34.94,32.67,,,33.99,26.69,68.93
3760,25-09-2019,Northern,701.82,619.45,27,34.75,257.05,266.73,985.87
3761,25-09-2019,Western,1299.62,1058.62,37.14,43.41,45.76,127.57,1382.52
3762,25-09-2019,Southern,613.09,504.92,46.83,61.13,100.04,149.71,759.96
3763,25-09-2019,Eastern,509.67,403.27,,,86.01,69.53,595.68
3764,25-09-2019,NorthEastern,34.94,31.73,,,33.99,28.6,68.93
3765,26-09-2019,Northern,701.82,559.6,27,34.8,257.05,271.9,985.87
3766,26-09-2019,Western,1305.42,1059.87,37.14,42.31,45.76,111.25,1388.32
3767,26-09-2019,Southern,613.09,479.47,46.83,61.24,100.04,142.43,759.96
3768,26-09-2019,Eastern,513.67,391.97,,,86.01,73.8,599.68
3769,26-09-2019,NorthEastern,34.94,32.05,,,33.99,27.21,68.93
3770,27-09-2019,Northern,701.82,500.75,27,34.71,257.05,283.06,985.87
3771,27-09-2019,Western,1305.42,1060.02,37.14,41.86,45.76,110.52,1388.32
3772,27-09-2019,Southern,618.34,451.77,46.83,61.24,100.04,149.97,765.21
3773,27-09-2019,Eastern,513.67,388.32,,,86.01,84.17,599.68
3774,27-09-2019,NorthEastern,34.94,33.13,,,33.99,25.83,68.93
3775,28-09-2019,Northern,701.82,449.11,27,29.45,257.05,274.59,985.87
3776,28-09-2019,Western,1305.42,1023.17,37.14,43.61,45.76,100.39,1388.32
3777,28-09-2019,Southern,618.34,441.12,46.83,61.14,100.04,162.27,765.21
3778,28-09-2019,Eastern,524.27,371.31,,,86.01,82.22,610.28
3779,28-09-2019,NorthEastern,34.94,34.76,,,33.99,23.2,68.93
3780,29-09-2019,Northern,701.82,402.14,27,29.65,257.05,268.23,985.87
3781,29-09-2019,Western,1305.42,928,37.14,44.12,45.76,101.47,1388.32
3782,29-09-2019,Southern,618.34,417.23,46.83,61.05,100.04,147.96,765.21
3783,29-09-2019,Eastern,526.57,329.95,,,86.01,77.81,612.58
3784,29-09-2019,NorthEastern,34.94,34.3,,,33.99,24.01,68.93
3785,30-09-2019,Northern,701.82,428.04,27,29.5,257.05,274.19,985.87
3786,30-09-2019,Western,1313.42,988.81,37.14,44.15,45.76,92.78,1396.32
3787,30-09-2019,Southern,618.34,455.57,46.83,61.05,100.04,163.95,765.21
3788,30-09-2019,Eastern,526.57,328.27,,,86.01,88.67,612.58
3789,30-09-2019,NorthEastern,34.94,34.48,,,33.99,22.81,68.93
3790,01-10-2019,Northern,702.29,485.81,30.72,29.54,157.27,256.33,890.28
3791,01-10-2019,Western,1332.38,1011.09,34.02,43.3,34.47,107.53,1400.87
3792,01-10-2019,Southern,597.09,466.95,46.77,60.86,84.88,158.79,728.74
3793,01-10-2019,Eastern,530.46,345.83,,,64.81,90.19,595.27
3794,01-10-2019,NorthEastern,34.89,34.44,,,26.91,23.58,61.8
3795,02-10-2019,Northern,705.36,480.29,30.72,30.19,157.27,235.71,893.35
3796,02-10-2019,Western,1332.38,992.33,34.02,43.77,34.47,102.53,1400.87
3797,02-10-2019,Southern,597.09,463.49,46.77,59.97,84.88,155.14,728.74
3798,02-10-2019,Eastern,530.46,371.1,,,64.81,88.38,595.27
3799,02-10-2019,NorthEastern,34.89,34.12,,,26.91,26.67,61.8
3800,03-10-2019,Northern,705.36,530.65,30.72,34.18,157.27,216.02,893.35
3801,03-10-2019,Western,1332.38,1067.69,34.02,44.04,34.47,105.36,1400.87
3802,03-10-2019,Southern,597.09,493.35,46.77,56.18,84.88,152.65,728.74
3803,03-10-2019,Eastern,530.46,402.84,,,64.81,95.33,595.27
3804,03-10-2019,NorthEastern,34.89,35.6,,,26.91,23.99,61.8
3805,04-10-2019,Northern,705.36,533.05,30.72,34.8,157.27,214.56,893.35
3806,04-10-2019,Western,1332.38,1079.78,34.02,44.16,34.47,97.66,1400.87
3807,04-10-2019,Southern,600.88,514.45,46.77,56.43,84.88,110.43,732.53
3808,04-10-2019,Eastern,530.46,433.06,,,64.81,105.92,595.27
3809,04-10-2019,NorthEastern,34.89,40.64,,,26.91,23.48,61.8
3810,05-10-2019,Northern,705.36,555.91,30.72,35.04,157.27,209.96,893.35
3811,05-10-2019,Western,1332.38,1092.2,34.02,44.12,34.47,98.86,1400.87
3812,05-10-2019,Southern,597.38,519.98,46.77,56.08,84.88,96.11,729.03
3813,05-10-2019,Eastern,530.46,455.42,,,64.81,91.02,595.27
3814,05-10-2019,NorthEastern,34.89,40.46,,,26.91,23.05,61.8
3815,06-10-2019,Northern,702.58,570.34,30.72,34.97,157.27,206.44,890.57
3816,06-10-2019,Western,1343.26,1045.3,34.02,44.06,34.47,95.49,1411.75
3817,06-10-2019,Southern,597.38,476.13,46.77,60.15,84.88,91.32,729.03
3818,06-10-2019,Eastern,530.46,430.3,,,64.81,82.88,595.27
3819,06-10-2019,NorthEastern,34.89,38.96,,,26.91,23.09,61.8
3820,07-10-2019,Northern,702.58,576.76,30.72,35.03,157.27,204.22,890.57
3821,07-10-2019,Western,1343.26,1076.27,34.02,44.07,34.47,99.83,1411.75
3822,07-10-2019,Southern,597.38,458.2,46.77,61.6,84.88,97.37,729.03
3823,07-10-2019,Eastern,530.46,416.73,,,64.81,79.35,595.27
3824,07-10-2019,NorthEastern,34.89,36.63,,,26.91,17.84,61.8
3825,08-10-2019,Northern,702.58,545.57,30.72,35.11,157.27,207.69,890.57
3826,08-10-2019,Western,1343.26,982.72,34.02,44.06,34.47,97.57,1411.75
3827,08-10-2019,Southern,597.38,430.65,46.77,61.55,84.88,128.77,729.03
3828,08-10-2019,Eastern,530.46,384.79,,,64.81,78,595.27
3829,08-10-2019,NorthEastern,34.89,32.73,,,26.91,17.43,61.8
3830,09-10-2019,Northern,702.58,579.08,30.72,35.12,157.27,198.7,890.57
3831,09-10-2019,Western,1343.26,1056.87,34.02,43.99,34.47,100.69,1411.75
3832,09-10-2019,Southern,597.38,456.24,46.77,61.15,84.88,144.59,729.03
3833,09-10-2019,Eastern,528.19,388.32,,,64.81,87.17,593
3834,09-10-2019,NorthEastern,34.89,32.22,,,26.91,16.78,61.8
3835,10-10-2019,Northern,702.58,611.73,30.72,35.19,157.27,199.06,890.57
3836,10-10-2019,Western,1343.26,1108.71,34.02,43.98,34.47,99.67,1411.75
3837,10-10-2019,Southern,597.38,486.29,46.77,61.1,84.88,155.45,729.03
3838,10-10-2019,Eastern,528.19,414.17,,,64.81,89.64,593
3839,10-10-2019,NorthEastern,34.89,35.06,,,26.91,16.21,61.8
3840,11-10-2019,Northern,711.55,611.54,30.72,35.25,157.27,185.76,899.54
3841,11-10-2019,Western,1343.26,1148.18,34.02,44.14,34.47,88.07,1411.75
3842,11-10-2019,Southern,605.33,490.32,46.77,61.02,84.88,165.76,736.98
3843,11-10-2019,Eastern,528.19,422.06,,,64.81,89.45,593
3844,11-10-2019,NorthEastern,34.89,35.6,,,26.91,15.4,61.8
3845,12-10-2019,Northern,711.55,609.08,30.72,35.19,157.27,185.76,899.54
3846,12-10-2019,Western,1343.26,1163.14,34.02,44.12,34.47,73.23,1411.75
3847,12-10-2019,Southern,605.33,493.22,46.77,60.82,84.88,153.82,736.98
3848,12-10-2019,Eastern,528.19,437.83,,,64.81,87.63,593
3849,12-10-2019,NorthEastern,34.89,34.77,,,26.91,15.01,61.8
3850,13-10-2019,Northern,711.55,581.67,30.72,35.12,157.27,178.42,899.54
3851,13-10-2019,Western,1343.26,1128.25,34.02,44.06,34.47,73.55,1411.75
3852,13-10-2019,Southern,605.33,478.63,46.77,61.75,84.88,134.2,736.98
3853,13-10-2019,Eastern,528.19,433.47,,,64.81,80.06,593
3854,13-10-2019,NorthEastern,34.89,34.28,,,26.91,13.54,61.8
3855,14-10-2019,Northern,714.33,623.67,30.72,35.17,157.27,172.16,902.32
3856,14-10-2019,Western,1343.26,1175.17,34.02,44.06,34.47,89.24,1411.75
3857,14-10-2019,Southern,605.33,487.01,46.77,58.48,84.88,149.53,736.98
3858,14-10-2019,Eastern,528.19,451.03,,,64.81,79.85,593
3859,14-10-2019,NorthEastern,34.89,35,,,26.91,13.39,61.8
3860,15-10-2019,Northern,711.29,628.74,30.72,35.16,157.27,170.86,899.28
3861,15-10-2019,Western,1341.76,1196.52,34.02,44.03,34.47,81.92,1410.25
3862,15-10-2019,Southern,605.37,509.5,46.77,38.67,84.88,151.38,737.02
3863,15-10-2019,Eastern,528.19,464.97,,,64.81,78.8,593
3864,15-10-2019,NorthEastern,34.89,32.16,,,26.91,12.8,61.8
3865,16-10-2019,Northern,711.29,626.83,30.72,35.12,157.27,166.43,899.28
3866,16-10-2019,Western,1341.76,1215.99,34.02,44.06,34.47,73.11,1410.25
3867,16-10-2019,Southern,612.5,526.97,46.77,38.85,84.88,145.68,744.15
3868,16-10-2019,Eastern,528.19,466.91,,,64.81,74.07,593
3869,16-10-2019,NorthEastern,34.89,31.53,,,26.91,11.99,61.8
3870,17-10-2019,Northern,711.29,628.69,30.72,35.17,157.27,164.31,899.28
3871,17-10-2019,Western,1341.76,1236.71,34.02,44.1,34.47,83.78,1410.25
3872,17-10-2019,Southern,612.5,496.24,46.77,53.89,84.88,148.9,744.15
3873,17-10-2019,Eastern,528.19,454.64,,,64.81,75.77,593
3874,17-10-2019,NorthEastern,34.89,31.25,,,26.91,12.1,61.8
3875,18-10-2019,Northern,711.29,583.54,30.72,35.14,157.27,162.9,899.28
3876,18-10-2019,Western,1341.76,1238.35,34.02,44.05,34.47,74.22,1410.25
3877,18-10-2019,Southern,612.5,484.38,46.77,61.13,84.88,126.43,744.15
3878,18-10-2019,Eastern,528.19,462.95,,,64.81,74.54,593
3879,18-10-2019,NorthEastern,34.89,30.59,,,26.91,11.81,61.8
3880,19-10-2019,Northern,713.94,570.67,30.72,35.17,157.27,161.63,901.93
3881,19-10-2019,Western,1341.76,1203.2,34.02,44.13,34.47,67.49,1410.25
3882,19-10-2019,Southern,612.5,491.8,46.77,48.47,84.88,95.36,744.15
3883,19-10-2019,Eastern,528.19,455.96,,,64.81,73.25,593
3884,19-10-2019,NorthEastern,34.89,31.32,,,26.91,11.69,61.8
3885,20-10-2019,Northern,711.29,542.82,30.72,35.28,157.27,159.31,899.28
